Job_Cd,Job_Title
19126,G&C COORDINATOR
15310,REFRIGERATION MECHANIC
10595,"ASSISTANT DIR, UC PROGRAMS"
19049,LEGAL ASSISTANT
18155,GRADUATE ADMISSIONS PRG MGR.
16349,POLICE COMM OPERATOR II
10355,"ASSISTANT DIRECTOR, AQUATICS"
14209,RESEARCH SCI ASSOC III
18552,"SPRV, LEARNING TECHNOLOGIES"
15369,ACCESS CONTROL ASSISTANT II
10356,ASSISTANT DIRECTOR COMM
19281,INFO TECH ASSOCIATE I
14427,SAFETY SPECIALIST II
18175,PRINT SERVICE MANAGER
19377,COM LAB SYS/INF SER MGR
13077,HEALTH PROFESSIONS ADVISOR I
10250,AST DIR OF GRAD STUDENT SCSS
13050,STUDENT DEVEL SPEC III
19651,PROCUREMENT SPECIALIST II
19392,NET TECH/SUPPORT SPECIALIST II
17518,AUDIO-VISUAL NETWORK ENG I
13474,UC EVENTS SERVICES SUPERVISOR
18121,INSTRUCTIONAL DEV SPECLST OIT
19274,ADMIN SYSTEMS SPECIALIST II
15088,CAD OPERATOR/DRAFTER
10251,ASSOC DIR FOR DIVERSITY & RECR
19292,ADVANCEMNT DATABASE SPECIALIST
15480,PIANO TECHNICIAN
15216,GROUNDS QA COORDINATOR
15018,FACILITIES PROJECT SPECIALIST
18106,FIELD COORDINATOR
15219,PLUMBER II
16704,VISITOR EXPERIENCE COORD
10164,AST DIR STUDENT RECRUIT
11074,VOC NURSE COORD
16461,SENIOR INVENTORY SPECIALIST
13123,PSYCHOLOGICAL ASSOCIATE
11256,STAFF INTERPRETER I
15133,UTILITIES STATION OPERATOR III
19026,ADMINISTRATIVE ASSOCIATE II
16635,OCCUPATIONAL SAFETY SPEC
19147,RESEARCH PRE-AWARD ADMR II
11254,DISABILITY SPECIALIST
15064,WORK CONTROL SPECIALIST III
10693,ASSISTANT BASEBALL COACH
18090,INTERPRETIVE MANAGER
16336,POLICE OFFICER I
14108,BUSINESS/ECO RES ASSOCIATE II
13539,TEAM OPERATIONS COORDINATOR
18654,MULTIMEDIA DESIGNER II
16420,SURPLUS PROPERTIES SUPV
10738,"PROGRAM MANAGER, P20"
17014,Sr Athletics Compliance Spec
14505,RESEARCH DATA ANALYST
16442,STORES SUPERVISOR
19225,PROSPECT RESEARCHER
15360,INSTRUMENT MECHANIC
19130,RESEARCH POST AWARD ADMR II
18068,LIBRARY ASSISTANT IV
13044,SR Enrollment Data Mgmt OFCR
16475,"ASSISTANT MANAGER, WAREHOUSE"
19653,E-PROCUREMENT SPECIALIST
10620,"ASST DIR, STUDENT ACTIV"
15304,FACILITIES CONTROL TECH I
17031,FIN AID ACCTG SPEC
13030,OUTREACH SPECIALIST II
18109,ENRL SERVICES TRNG MANAGER
10102,"Asst Director, TRC Downtown"
10731,PROGRAM MANAGER MCNAIR
18542,SUPERVISOR UC MULTIMEDIA SRVS
18120,EXTENDED EDUCATION COORDINATOR
16610,RISK AND CLAIMS ANALYST
11003,SENIOR EXHIBIT TECHNICIAN
18116,EDUCATIONAL SPECIALIST III
16351,TRANSPORTATION SUPERVISOR
15298,ARCHITECTURE SHOP SPVSR
13116,EXPERIENTIAL PROG COORD
19523,COMPENSATION SPECIALIST
18076,LIBRARY SVCS ASST III
15213,ELECTRICIAN I
18089,CURATOR
16215,BUILDING SERVICES SUPV
19186,ASSISTANT BURSAR
19291,ADVANCEMENT DATABASE ANALYST
19153,DEPARTMENT FISCAL SPECIALIST
18678,PUBLIC AFFAIRS SPECIALIST II
13112,CAREER COUNSELOR I
18544,AUDIO-VIS SERVICES SPECIALIST
13606,INTN UNDERGRAD ADM ADVISOR
18420,VIDEO COORDINATOR
10594,AST DIR/STUDENT LEADRSP
10432,ASSISTANT WOMEN'S SOCCER
15299,MECHANICAL MAINT TECH II
13087,ACADEMIC ADVISOR I
19322,SYSTEMS ANALYST I
18126,EARLY CHLDHD EDU COORD
15285,MAINT WORKER III/WELDER
15370,SECURITY SYSTEM TECHNICIAN I
18360,ART GALLERY COORDINATOR
18330,GRAPHICS DESIGNER II
13063,TEACHER CERT SPECIALIST I
14377,LAB FACILITY COORDINATOR
18099,MUSIC SPECIALIST
16455,MATRLS MGMT SPV - DT CAMPUS
13045,Enrollment Data Mgmt OFCR II
13551,FACILITIES COORDINATOR II
19192,FINANCIAL SERVICES ASSOC II
11969,LEAD COLLECTIONS SPECIALIST
14210,RESEARCH SCIENCE ASSOCIATE II
18123,Instructor Special Programs
19170,ACCOUNTING CLERK III
15134,UTILITIES STATION OPERATOR II
18350,ART STUDIO SUPERVISOR
19113,DEVELOPMENT ASSOCIATE
18091,MANAGER OF VOLUNTEER SRVS
15225,PLUMBER
19168,SR ACCOUNTING TECHNICAN
15293,EXHIBITS FABRICATOR II
18069,LIBRARY ASSISTANT III
19105,SR GIFT SERVICES SPECIALIST
14428,SAFETY SPECIALIST I
14453,SR ANIMAL TECH
19336,CUSTOMER SUPPORT ANALYST
19652,PROCUREMENT SPECIALIST I
13178,RECRUIT & RETENT SPECIALIST
18817,PHOTOGRAPHER II
18117,EDUCATIONAL SPECIALIST II
19014,"COORD, SPECIAL PROGRAMS"
11073,VOCATIONAL NURSE
18986,MAIL SERVICES SUPERVISOR
19190,FINANCIAL AFFAIRS COORDINATOR
18640,COMMUNICATIONS SPECIALIST
19030,PROGRAM SPECIALIST
19116,MARKETING COORDINATOR
13177,GRADUATE RECRUITER II
13028,LEAD RETENTION SPECIALIST
18476,PRODUCTION ASSISTANT I
14429,LAB SERVICES SUPERVISOR I
13061,One Stop Counselor I
15357,AUTOMOTIVE MECHANIC
13066,INT'L STUDENT SVCS ADVISOR
19393,NET TECH/SUPPORT SPECIALIST I
13614,UGRD ADMS COUNSELOR II
15458,LEAD DRIVER
15288,MAINTENANCE WORKER III
13060,One Stop Counselor II
18074,"MANAGER, LIBRARY SERVICES"
15234,CARPENTER II
18537,MEDIA SPECIALIST
10125,REFERENCE LIBRARIAN
13554,EVENT MGR/FAC COORDINATOR
19146,RESEARCH PRE-AWARD ADMR I
17012,ATHLETIC COMPLIANCE COORD
18057,ASSISTANT ARCHIVIST
18075,LIBRARY SVCS ASST IV
19194,DISBURSMTS/TVL SPLST II
13608,"COORDINATOR, GLOBAL REL & AGR"
13051,STUDENT DEVEL SPECIALIST II
13027,RETENTION SPECIALIST
18655,MULTIMEDIA DESIGNER I
19114,DEVELOPMENT ASSISTANT
19537,EQUAL OPPORTUNITY ANLST
16471,SENIOR SURPLUS TECHNICIAN
19196,PAYROLL SPECIALIST II
18548,LEARNING TECH SPECIALIST I
11001,ASSISTANT DEBATE COACH
16362,PARKING GARAGE MANAGER
18127,EARLY CHILDHOOD SPECIALIST
11534,HEALTH EDUCATION COORD I
19039,PROJECT SPECIALIST
19544,LEAVE SPECIALIST I
13615,UGRD ADMS COUNSELOR I
13047,Fin Aid & Scholarship OFCR I
11257,Adaptive Test Coordinator
13668,Registrar Officer I
18104,MARKETING ASSOCIATE
19543,HUMAN RESOURCES SPEC I
10273,"COORD, SPIRIT PROGRAMS"
13042,Enrollment Data Mgmt OFCR I
19276,IT ASSISTANT
15245,PAINTER
14210A,RESEARCH SCIENCE ASSOCIATE II
15297,MECHANICAL MAINT TECHNICIAN I
14211,RESEARCH SCIENCE ASSOCIATE I
16229,DAY PORTER LEAD
13687,GRAD ADMISSIONS COUNSELOR i
16462,INVENTORY CLERK III
13107,SENIOR TESTING SPECIALIST
10683,ASSISTANT TENNIS COACH
16431,EVENTS & ADVANCEMENT COORD
18646,SOCIAL MEDIA SPECIALIST I
16339,POLICE CADET
13552,FACILITIES COORDINATOR I
15215,HOUSEKEEPING QA COORDINATOR
19169,ACCOUNTING TECHNICIAN
16348,PARKING ENFORCE SUPERVISOR
13036,"COORD, STDT CONDUCT & CS"
15493,ASST ATHL COMM DIR
11100,ASSISTANT ATHLETIC TRAINER
13617,ENROLLMENT SVCS ASSOCIATE III
19025,ADMINISTRATIVE ASSOCIATE I
19663,SENIOR BUSINESS ANALYST
16345,POLICE COMM OPERATOR I
19123,DEPARTMENTAL BUDGET SPLS
10063,TEACHING ASSISTANT I
11968,COLLECTIONS SPECIALIST II
15270,OPERATIONS SPECIALIST
10617,COUNSELOR POSTDOC
13052,STUDENT DEVEL SPECIALIST I
10405,ASSISTANT GOLF COACH
11259,INTERPRETER II
15135,UTILITIES STATION OPERATOR I
13420,STUDENT PROGRAM ADVISOR
18541,EVENT MULTIMEDIA SPECIALIST
11970,COLLECTIONS SPECIALIST
19101,CS WELCOME DESK SPRVSR
13681,ENROLLMENT SVCS ASSOCIATE II
19129,RESEARCH POST AWARD ADMR I
19185,FISCAL ACCOUNTS SPECIALIST I
19631,PROCARD SPECIALIST
19034,STAFF CAPTIONIST TRANSCRIPT
19026A,ADMINISTRATIVE ASSOCIATE ii
18070,LIBRARY ASSISTANT II
13108,TESTING SPECIALIST
19179,THRD PARTY BILLNG COORD
15295,GRAPHIC SIGN MAKER
16446,STOREKEEPER II
19183,FISCAL ACCOUNTS SPEC II
15459,DRIVER
19084,SENIOR MAIL CLERK
19024,ADMINISTRATIVE ASSISTANT
19022,OFFICE ASSISTANT II
10082,LAB ASSISTANT
19096,CUSTOMER SERVICE SUPERVISOR
19102,MEMBERSHIP SPECIALIST
19091,SWITCHBOARD ADMIN ASST
16225,BUILDING ATTENDANT II
13009,ASSISTANT EQUIPMENT MANAGER
16361,PARKING GARAGE SUPERVISOR
15289,MAINTENANCE WORKER II
19117,JUNIOR DISCOVERY OFFICER
16443,LEAD STOREKEEPER
14454,ANIMAL BREEDER TECHNICIAN
10090,GRADUATE RESEARCH ASSISTANT
18373,EVENT SERVICES SPECIALIST
10669,ASSISTANT SOFTBALL COACH
19193,DISBURSMTS/TVL SPECIALIST I
19040,ASSISTANT TICKET MANAGER
16224,BUILDING ATTENDANT III
15424,GROUNDSKEEPER III
19382,COMPUTER USER SERVICES SPEC I
15453,PHYSICAL PLANT SERV WORKER II
14009,SOC SCI/HUM RES ASSOC I
10695,ASSOCIATE DIRECTOR DEVELOPMENT
13068,COMPLEX COORDINATOR
18547,A-V EQUIPMENT TECHNICIAN I
19589,HUMAN RESOURCES TECH II
16445,STOREKEEPER
16355,PARKING SVCS ASSISTANT III
16226,BUILDING ATTENDANT I
19098,CUSTOMER SERVICE ASSISTANT III
14481,LAB TECHNICAL ASSISTANT I
16343,"GUARD, UNIVERSITY POLICE"
13680,ENROLLMENT SVCS ASSOCIATE I
15080,WORK CONTROL SPECIALIST I
16472,WAREHOUSE WORKER II
11260,INTERPRETER I
19399,PC SPECIALIST
19332,SENIOR COMPUTER LAB ASST
16342,"SENIOR GUARD, UNIV POLICE"
15290,MAINTENANCE WORKER I
16360,PARKING GARAGE ATTENDANT
16354,PARKING SVCS ASSISTANT II
16228,DAY PORTER
19590,HUMAN RESOURCES TECH I
19107,GIFT SERVICES SPECIALIST I
15294,EXHIBITS FABRICATOR I
16464,INVENTORY CLERK I
18128,ASST EARLY CHILDHOOD SPEC
13544,ATHLETIC INTERN
13080,STUDENT SERVICE SPECIALIST
14433,Env Waste/Rec Tech II
11131,IT Assistant - NE
14222,RESEARCH SCIENCE ASSISTANT I
19319N,SENIOR SYSTEMS ANALYST
14482,LAB TECHNICAL ASSISTANT II
14458,ANIMAL ATTENDANT I
10062,TEACHING ASSISTANT II
13074,RA/SUMMER CONFERENCE ASSISTANT
10086,NON-AFFILIATED STUDENT WORKER
15443,OPERATIONS ASSISTANT II
18078,LIBRARY SVCS ASST I
14432,ENV WASTE/REC TECH I
19023,SENIOR OFFICE ASSISTANT
10137,ASCT DIR/CHIEF ARCHITCT
19085,MAIL CLERK II
16177,COOK
16473,WAREHOUSE WORKER I
11103,Administrative Svs Ofcr III NE
11137,Administrative Svs Ofcr NE
11111,Research Sci Assoc III NE
10067,TUTOR
19097,CUSTOMER SERVICE ASSISTANT II
14221,RESEARCH SCIENCE ASSISTANT II
11115,Administrative Analyst NE
11106,Research Scientist Assoc IV NE
14312,BUSINESS RESEARCH ASSISTANT
10311,POST BAC FELLOW
10078,STUDENT CLERK
13495,CAMP ASSISTANT
15470,HELPER
15442,OPERATIONS ASSISTANT I
15452,PHYSICAL PLANT SERV WORKER I
14315,TECHNICAL STAFF ASST II
18450,VIDEO NETWORK TECHNICIAN
13492,Athletic Coordinator I
13493,Athletic Coordinator II
14109,BUSINESS/ECO RES ASSOCIATE I
10079,STUDENT MENTOR
11126,Senior Admin Assoc NE
10095,UNDERGRAD RESEARCH ASSISTANT
11125,Programmer Analyst I NE
10071,GRADUATE ASSISTANT
10085,H.S. STUDENT WORKER
18963,MULTIMEDIA EDITOR II - NE
11124,Program Coordinator NE
10097,STUDENT CLERK II
11133,RESEARCH SCIENCE ASC I- NE
19033,CAPTIONIST TRANSCRIPTIONIST II
13655,IMAGING TECHNICIAN I
11122,Systems Analyst I NE
11123,Communications Specialist NE
19021,OFFICE ASSISTANT I
18192,COMMUNITY EDUC ASSISTANT  I
19032,CAPTNST/TRNSCRPTNST I
11119,Research Sci Assoc II NE
11114,Staff Nurse II NE
10077,CAMPUS RECREATION ASSISTANT I
13490,ACTIVITIES ASSISTANT
19383,COMPUTER USER SERVICES ASST
10065,TEACHING AIDE
13103,TUTOR II
10094,Senior TRC Tutor III
10081,SUPP INSTRUCTOR GRAD ASSISTANT
13550,RECREATIONAL SPORTS SPEC
10074,STUDENT ASSISTANT I
10083,WEB SPECIALIST INTERN
10073,STUDENT ASSISTANT II
14031,SOC SCI/HUM RES ASST I
18118,EDUCATIONAL SPECIALIST I
10098,SR SUPPL INST LEADER
10080,SUPPLEMENTAL INSTR LEADER
10075,STUDENT READER/GRADER II
10076,STUDENT READER/GRADER I
19334,COMPUTER LAB ASSISTANT
10084,STUDENT ACTIVITY ASSISTANT
13102,TUTOR I
10092,Senior TRC Tutor II
10088,ATHLETIC ASSISTANT
19181,CASHIER I
10072,STUDENT INTERN
10069,GRIP INTERN
10068,TUTOR II
10091,Senior TRC Tutor I
10066,TRC Tutor III
10060,TRC Tutor I
10064,TRC Tutor II
14008,SOCIAL SCI/H R ASSOCIATE II
10087,RESIDENT ASSISTANT
14333,ENGINEERING TECHNICIAN I
